school_name,address,postal_code,mainlevel_code,type_code,zone_code,X,Y,Longitude,Latitude,year_in_location
CHIJ SECONDARY (TOA PAYOH),626 LORONG 1 TOA PAYOH   ,319764,SECONDARY (S1-S5),GOVERNMENT-AIDED SCH,SOUTH,29107.6704288498,34962.2641689572,103.843271625083,1.33246079948303,1985
CHIJ ST. JOSEPH'S CONVENT,62 SENGKANG EAST WAY   ,548595,SECONDARY (S1-S5),GOVERNMENT-AIDED SCH,NORTH,35695.0897989292,41518.518049065,103.902464991543,1.39175222260369,2003
CHIJ ST. NICHOLAS GIRLS' SCHOOL,501 ANG MO KIO STREET 13   ,569405,MIXED LEVEL (P1-S4),GOVERNMENT-AIDED SCH,NORTH,28104.0195931299,39497.6106162649,103.834253269436,1.37347687878916,1986
CHIJ ST. THERESA'S CONVENT,160 LOWER DELTA ROAD   ,99138,SECONDARY (S1-S5),GOVERNMENT-AIDED SCH,SOUTH,26789.3781491434,28647.4426490944,103.822440701642,1.27535177510054,1953
CHONGFU SCHOOL,170 YISHUN AVENUE 6   ,768959,PRIMARY,GOVERNMENT-AIDED SCH,NORTH,28666.6613053558,46675.9986570273,103.839309173817,1.43839562897006,1985
CHONGZHENG PRIMARY SCHOOL,1 TAMPINES STREET 21   ,529392,PRIMARY,GOVERNMENT SCHOOL,EAST,41131.9416870372,36969.5707135443,103.951317297552,1.35061130568554,1988
CHRIST CHURCH SECONDARY SCHOOL,20 WOODLANDS DRIVE 17   ,737924,SECONDARY (S1-S5),GOVERNMENT-AIDED SCH,NORTH,23563.3391703926,45368.1754093207,103.793451105242,1.42656780901455,2001
CHUA CHU KANG PRIMARY SCHOOL,20 CHOA CHU KANG AVENUE 2   ,689905,PRIMARY,GOVERNMENT SCHOOL,WEST,17818.7829598142,39971.2903354876,103.741832917421,1.37775890093367,1997
CHUA CHU KANG SECONDARY SCHOOL,31 TECK WHYE CRESCENT   ,688848,SECONDARY (S1-S5),GOVERNMENT SCHOOL,WEST,19295.6301955935,40587.7294842005,103.75510327583,1.38333422637073,1995
CHUNG CHENG HIGH SCHOOL (MAIN),50 GOODMAN ROAD   ,439012,SECONDARY (S1-S4),GOVERNMENT-AIDED SCH,EAST,34492.1113962689,31935.9858617261,103.891653229373,1.30509154753048,1987
CHUNG CHENG HIGH SCHOOL (YISHUN),11 YISHUN STREET 61   ,768547,SECONDARY (S1-S5),GOVERNMENT-AIDED SCH,NORTH,28453.17758404,44556.321072707,103.837390782849,1.41922603586175,2006
CLEMENTI PRIMARY SCHOOL,8 CLEMENTI AVE 3   ,129903,PRIMARY,GOVERNMENT SCHOOL,WEST,20190.2983410172,33038.6364921555,103.763144493687,1.31506321827875,2002
CLEMENTI TOWN SECONDARY SCHOOL,10 CLEMENTI AVE 3   ,129904,SECONDARY (S1-S5),GOVERNMENT SCHOOL,WEST,20065.2210438633,33091.2638894655,103.762020598524,1.31553912945073,1980
COMMONWEALTH SECONDARY SCHOOL,698 WEST COAST ROAD   ,608784,SECONDARY (S1-S5),GOVERNMENT SCHOOL,WEST,18241.9409345519,33496.5605151355,103.745637393049,1.31920395934801,2006
COMPASSVALE PRIMARY SCHOOL,21 COMPASSVALE ST   ,545091,PRIMARY,GOVERNMENT SCHOOL,NORTH,35177.2900137762,41816.2900234833,103.897812229905,1.39444529636566,2000
COMPASSVALE SECONDARY SCHOOL,51 COMPASSVALE CRESCENT   ,545083,SECONDARY (S1-S5),GOVERNMENT SCHOOL,NORTH,35403.746108626,42003.7810229771,103.899847164494,1.39614083952009,2000
CONCORD PRIMARY SCHOOL,3 CHOA CHU KANG AVE 4   ,689814,PRIMARY,GOVERNMENT SCHOOL,WEST,17231.3486815896,40248.4434567168,103.736554295636,1.38026516111464,2000
CORPORATION PRIMARY SCHOOL,31 JURONG WEST STREET 24   ,648347,PRIMARY,GOVERNMENT SCHOOL,WEST,14006.5242964895,37066.276891252,103.707578404944,1.35148548772662,2003
CRESCENT GIRLS' SCHOOL,357 TANGLIN ROAD   ,247961,SECONDARY (S1-S4),GOVERNMENT SCHOOL,SOUTH,26244.4775918219,30634.2205088157,103.817544461755,1.29331947077104,1994
CREST SECONDARY SCHOOL,561 JURONG EAST STREET 24   ,609561,SECONDARY (S1-S4),SPECIALISED SCHOOL,WEST,17907.1336000822,36141.0674422178,103.742628105304,1.3431198045076,2015
DAMAI PRIMARY SCHOOL,52 BEDOK RESERVOIR CRESCENT   ,479226,PRIMARY,GOVERNMENT SCHOOL,EAST,37789.8996013105,35270.4133399837,103.921286435321,1.33524602829747,2018
DAMAI SECONDARY SCHOOL,4800 BEDOK RESERVOIR ROAD   ,479229,SECONDARY (S1-S5),GOVERNMENT SCHOOL,EAST,38435.9529452929,35456.4196343422,103.927091653438,1.33692798510393,1994
DAZHONG PRIMARY SCHOOL,35 BUKIT BATOK STREET 31   ,659441,PRIMARY,GOVERNMENT SCHOOL,WEST,18557.5702323942,37916.8722190689,103.74847210784,1.3591797447277,1986
DE LA SALLE SCHOOL,11 Choa Chu Kang St 52   ,689285,PRIMARY,GOVERNMENT-AIDED SCH,WEST,17971.195454672,41845.4133931287,103.743201812831,1.3947078296399,2012
DEYI SECONDARY SCHOOL,1 ANG MO KIO STREET 42   ,569277,SECONDARY (S1-S5),GOVERNMENT SCHOOL,SOUTH,30139.7572483057,38670.5350554623,103.852545772422,1.36599702567717,2002
DUNEARN SECONDARY SCHOOL,21 BUKIT BATOK WEST AVENUE 2   ,659204,SECONDARY (S1-S5),GOVERNMENT SCHOOL,WEST,18140.1430463539,38403.3358936273,103.74472109107,1.36357900792871,1993
DUNMAN HIGH SCHOOL,10 TANJONG RHU ROAD   ,436895,MIXED LEVEL (S1-JC2),GOVERNMENT SCHOOL,EAST,33522.593402571,31368.7836118564,103.88294155989,1.29996216014962,2009
DUNMAN SECONDARY SCHOOL,21 TAMPINES STREET 45   ,529093,SECONDARY (S1-S5),GOVERNMENT SCHOOL,EAST,41676.8242046405,38079.9135282841,103.956213906966,1.36065258337022,1990
EAST SPRING PRIMARY SCHOOL,31 TAMPINES ST 33   ,529258,PRIMARY,GOVERNMENT SCHOOL,EAST,42284.8340225685,37198.8184850682,103.961676849165,1.35268400746357,2000
EAST SPRING SECONDARY SCHOOL,30 TAMPINES STREET 34   ,529231,SECONDARY (S1-S5),GOVERNMENT SCHOOL,EAST,42169.5015330398,37590.3682097681,103.960640700298,1.35622508992581,2000
EDGEFIELD PRIMARY SCHOOL,41 EDGEFIELD PLAINS   ,828869,PRIMARY,GOVERNMENT SCHOOL,EAST,36294.0746121518,42440.6405269764,103.907847599114,1.40009139510996,2002
EDGEFIELD SECONDARY SCHOOL,36 PUNGGOL FIELD   ,828814,SECONDARY (S1-S5),GOVERNMENT SCHOOL,EAST,35719.8105087345,42496.0989190713,103.902687385465,1.40059309981824,2013
ELIAS PARK PRIMARY SCHOOL,11 PASIR RIS STREET 52   ,518866,PRIMARY,GOVERNMENT SCHOOL,EAST,40460.9792755861,39672.6204007976,103.945289416873,1.37505696315817,1997
ENDEAVOUR PRIMARY SCHOOL,10 Admiralty Link   ,757521,PRIMARY,GOVERNMENT SCHOOL,NORTH,26203.4465249702,48388.3767226581,103.817174701639,1.45388170417263,2008
EUNOIA JUNIOR COLLEGE,2 Sin Ming Place   ,573838,JUNIOR COLLEGE,GOVERNMENT SCHOOL,NORTH,28886.6991347941,38243.7692278698,103.841286169122,1.36213757183547,2020
EVERGREEN PRIMARY SCHOOL,31 WOODLANDS CIRCLE   ,738908,PRIMARY,GOVERNMENT SCHOOL,NORTH,23685.1394134862,47312.1421118006,103.794545295922,1.44414835451585,2002
EVERGREEN SECONDARY SCHOOL,11 WOODLANDS STREET 83   ,738489,SECONDARY (S1-S5),GOVERNMENT SCHOOL,NORTH,23639.7815383626,47018.3404796105,103.794137756171,1.44149131273737,2000
FAIRFIELD METHODIST SCHOOL (PRIMARY),100 DOVER ROAD   ,139648,PRIMARY,GOVERNMENT-AIDED SCH,SOUTH,22673.2819890725,31484.0275675338,103.785455606827,1.30100441916733,1983
FAIRFIELD METHODIST SCHOOL (SECONDARY),102 DOVER ROAD   ,139649,SECONDARY (S1-S5),GOVERNMENT-AIDED SCH,SOUTH,22522.3772030193,31553.6179904211,103.784099647149,1.30163374395823,1983
FARRER PARK PRIMARY SCHOOL,2 FARRER PARK ROAD   ,217567,PRIMARY,GOVERNMENT SCHOOL,SOUTH,29941.7768185176,32740.5849021059,103.850766402965,1.31236867681371,2002
FENGSHAN PRIMARY SCHOOL,307 BEDOK NORTH ROAD   ,469680,PRIMARY,GOVERNMENT SCHOOL,EAST,38949.9907227494,34668.9245775398,103.931710293058,1.32980598760785,2002
FERN GREEN PRIMARY SCHOOL,70 Fernvale Link,797538,PRIMARY,GOVERNMENT SCHOOL,NORTH,33231.7764054528,42128.5479522273,103.880330305684,1.39726966050479,2018
FERNVALE PRIMARY SCHOOL,1 Fernvale Lane   ,797701,PRIMARY,GOVERNMENT SCHOOL,NORTH,32576.8849010281,41358.1178030372,103.874445458032,1.39030227963797,2007
FIRST TOA PAYOH PRIMARY SCHOOL,7 LORONG 8 TOA PAYOH   ,319252,PRIMARY,GOVERNMENT SCHOOL,SOUTH,30471.8817195026,35831.634454662,103.855529906182,1.34032299499938,2002
FRONTIER PRIMARY SCHOOL,20 Jurong West Street 61   ,648200,PRIMARY,GOVERNMENT SCHOOL,WEST,13129.8467444237,35399.679120725,103.69970173931,1.33641298743234,2014
FUCHUN PRIMARY SCHOOL,23 WOODLANDS AVENUE 1   ,739063,PRIMARY,GOVERNMENT SCHOOL,NORTH,21865.3411816815,45800.7908879817,103.778192944298,1.43047990810126,2007
FUHUA PRIMARY SCHOOL,65 JURONG EAST STREET 13   ,609647,PRIMARY,GOVERNMENT SCHOOL,WEST,17179.4264072292,35419.8652930856,103.736089481883,1.33659726465816,1986
FUHUA SECONDARY SCHOOL,5 JURONG WEST STREET 41   ,649410,SECONDARY (S1-S5),GOVERNMENT SCHOOL,WEST,16114.5930194063,36571.750703603,103.72652089832,1.34701408913756,2002
GAN ENG SENG PRIMARY SCHOOL,100 REDHILL CLOSE   ,158901,PRIMARY,GOVERNMENT SCHOOL,SOUTH,26022.2170935348,29780.10807156,103.815547410064,1.28559516494962,2007
GAN ENG SENG SCHOOL,1 HENDERSON ROAD   ,159561,SECONDARY (S1-S5),GOVERNMENT SCHOOL,SOUTH,26933.2813452026,30164.4591011573,103.823733673089,1.28907114485773,2007
GEYLANG METHODIST SCHOOL (PRIMARY),4 Geylang East Central   ,389706,PRIMARY,GOVERNMENT-AIDED SCH,EAST,33599.0035654055,33379.2588208541,103.883628501601,1.31814416827374,1984
GEYLANG METHODIST SCHOOL (SECONDARY),2 GEYLANG EAST CENTRAL   ,389705,SECONDARY (S1-S5),GOVERNMENT-AIDED SCH,EAST,33491.3455231488,33324.5040080417,103.882661129303,1.31764900474601,1984
GONGSHANG PRIMARY SCHOOL,1 TAMPINES STREET 42   ,529176,PRIMARY,GOVERNMENT SCHOOL,EAST,40890.1319455709,37688.8239677399,103.949144797277,1.35711606790292,1987
GREENDALE PRIMARY SCHOOL,50 Edgedale Plains   ,828848,PRIMARY,GOVERNMENT SCHOOL,EAST,36793.4333255449,42041.5424514245,103.91233462071,1.39648195114256,2010
GREENDALE SECONDARY SCHOOL,51 EDGEDALE PLAINS   ,828866,SECONDARY (S1-S5),GOVERNMENT SCHOOL,EAST,36722.8223570501,42094.4224047884,103.91170014084,1.39696019936894,2007
GREENRIDGE PRIMARY SCHOOL,11 JELAPANG ROAD   ,677744,PRIMARY,GOVERNMENT SCHOOL,WEST,20708.0073222192,40870.2050487585,103.767794469258,1.3858892193692,1997
GREENRIDGE SECONDARY SCHOOL,31 Gangsa Road   ,678972,SECONDARY (S1-S5),GOVERNMENT SCHOOL,WEST,20285.5773530258,39732.4925308134,103.763998914082,1.375600053443,2023
GREENWOOD PRIMARY SCHOOL,11 WOODLANDS  DR  62   ,737942,PRIMARY,GOVERNMENT SCHOOL,NORTH,24818.0410170276,46842.3174743224,103.804725587384,1.43989958331782,2001
GUANGYANG SECONDARY SCHOOL,8 BISHAN STREET 12   ,579807,SECONDARY (S1-S5),GOVERNMENT SCHOOL,SOUTH,29879.7115914728,36283.3906797953,103.850208933626,1.34440856042912,2005
HAI SING CATHOLIC SCHOOL,15 PASIR RIS STREET 21   ,518969,SECONDARY (S1-S5),GOVERNMENT-AIDED SCH,EAST,42405.6054871632,39039.5202101786,103.962762942764,1.36933055696636,1992
HAIG GIRLS' SCHOOL,51 Koon Seng Road   ,427072,PRIMARY,GOVERNMENT SCHOOL,EAST,35744.037941209,32693.6655622385,103.902902557195,1.31194344271383,1999
HENRY PARK PRIMARY SCHOOL,1 HOLLAND GROVE ROAD   ,278790,PRIMARY,GOVERNMENT SCHOOL,WEST,22544.2873791968,33216.9645254761,103.784296227747,1.31667646178347,1978
HILLGROVE SECONDARY SCHOOL,10 BUKIT BATOK STREET 52   ,659250,SECONDARY (S1-S5),GOVERNMENT SCHOOL,WEST,19059.9452109011,37204.3120635767,103.752986488399,1.35273576615912,2002
HOLY INNOCENTS' HIGH SCHOOL,1191 UPPER SERANGOON ROAD   ,534786,SECONDARY (S1-S5),GOVERNMENT-AIDED SCH,SOUTH,35020.0627604807,39284.0954767819,103.896398814264,1.37154508822261,2006
HOLY INNOCENTS' PRIMARY SCHOOL,5 Lorong Low Koon   ,536451,PRIMARY,GOVERNMENT-AIDED SCH,SOUTH,34765.9036816582,38774.6943912152,103.894114899795,1.36693830877349,1985
HONG WEN SCHOOL,30 TOWNER ROAD   ,327829,PRIMARY,GOVERNMENT-AIDED SCH,SOUTH,30705.4493981982,33779.0355954058,103.857628468881,1.32175999964553,2010
HORIZON PRIMARY SCHOOL,61 Edgedale Plains   ,828819,PRIMARY,GOVERNMENT SCHOOL,EAST,36912.5247354358,42380.7999361996,103.913404855665,1.399550034492,2012
HOUGANG PRIMARY SCHOOL,1 HOUGANG ST 93   ,534238,PRIMARY,GOVERNMENT SCHOOL,NORTH,33284.6782123018,39929.5216681417,103.880805274557,1.37738245231461,2002
HOUGANG SECONDARY SCHOOL,2 HOUGANG STREET 93   ,534256,SECONDARY (S1-S5),GOVERNMENT SCHOOL,NORTH,33477.0592164416,39958.0252705514,103.882533963338,1.37764019332164,2001
HUA YI SECONDARY SCHOOL,60 JURONG WEST ST 42   ,649371,SECONDARY (S1-S5),GOVERNMENT SCHOOL,WEST,15592.8322145641,37161.0913502462,103.721832320169,1.35234365488339,2000
HUAMIN PRIMARY SCHOOL,21 YISHUN AVENUE 11   ,768857,PRIMARY,GOVERNMENT SCHOOL,NORTH,29215.4177919272,45412.9266837817,103.844240226564,1.42697284512936,1991
HWA CHONG INSTITUTION,661 BUKIT TIMAH ROAD   ,269734,MIXED LEVEL (S1-JC2),INDEPENDENT SCHOOL,WEST,24658.1639833655,34287.4728272986,103.803290365022,1.3263580622144,2005
INNOVA PRIMARY SCHOOL,80 Woodlands Drive 17   ,737888,PRIMARY,GOVERNMENT SCHOOL,NORTH,23246.8971469188,45633.4723797198,103.790607539185,1.42896700684852,2008
JIEMIN PRIMARY SCHOOL,2 YISHUN STREET 71   ,768515,PRIMARY,GOVERNMENT SCHOOL,NORTH,27678.0421859771,45492.0549418237,103.830425490093,1.42768847665227,1987
JING SHAN PRIMARY SCHOOL,5 ANG MO KIO ST 52   ,569228,PRIMARY,GOVERNMENT SCHOOL,SOUTH,30052.6981126349,39330.3826092724,103.851763531681,1.37196445720109,2003
JUNYUAN PRIMARY SCHOOL,2 Tampines Street 91   ,528906,PRIMARY,GOVERNMENT SCHOOL,EAST,39785.8491141181,36666.4713015798,103.939221709073,1.34787074766746,2009
JUNYUAN SECONDARY SCHOOL,11 TAMPINES STREET 84   ,528933,SECONDARY (S1-S5),GOVERNMENT SCHOOL,EAST,39192.0351621611,37301.4129357934,103.933886165824,1.35361315263537,1999
JURONG PIONEER JUNIOR COLLEGE,21 Teck Whye Walk   ,688258,JUNIOR COLLEGE,GOVERNMENT SCHOOL,WEST,19214.5432963269,40702.7122574467,103.75437461519,1.38437406410733,2004
JURONG PRIMARY SCHOOL,320 JURONG EAST Street 32   ,609476,PRIMARY,GOVERNMENT SCHOOL,WEST,16853.0771883978,36729.2343872562,103.733156566858,1.34843859698946,2006
JURONG SECONDARY SCHOOL,31 YUAN CHING ROAD   ,618652,SECONDARY (S1-S5),GOVERNMENT SCHOOL,WEST,15828.7257759329,34692.6761670429,103.723952961648,1.33002032220942,1974
JURONG WEST PRIMARY SCHOOL,30 JURONG WEST ST 61   ,648368,PRIMARY,GOVERNMENT SCHOOL,WEST,13029.9245329089,35705.1165225543,103.698803732244,1.33917519796104,2002
JURONG WEST SECONDARY SCHOOL,61 JURONG WEST STREET 65   ,648348,SECONDARY (S1-S5),GOVERNMENT SCHOOL,WEST,13396.6197330486,35271.7690127064,103.702098904443,1.33525634688323,2002
JURONGVILLE SECONDARY SCHOOL,202 JURONG EAST AVENUE 1   ,609790,SECONDARY (S1-S5),GOVERNMENT SCHOOL,WEST,16380.2394942129,37044.3966198433,103.728907710089,1.35128862770284,1996
JUYING SECONDARY SCHOOL,33 JURONG WEST STREET 91   ,649038,SECONDARY (S1-S5),GOVERNMENT SCHOOL,WEST,11750.8178531462,35655.1627567839,103.687310264575,1.3387227734133,1997
MEE TOH SCHOOL,21 EDGEDALE PLAINS   ,828867,PRIMARY,GOVERNMENT-AIDED SCH,NORTH,36374.7735061357,41861.4694083072,103.90857257736,1.39485356081865,2005
KEMING PRIMARY SCHOOL,90 BUKIT BATOK EAST AVENUE 6   ,659762,PRIMARY,GOVERNMENT SCHOOL,WEST,19445.3031655131,36407.3561431039,103.756449399351,1.34552849960874,1989
KENT RIDGE SECONDARY SCHOOL,147 WEST COAST ROAD   ,127368,SECONDARY (S1-S5),GOVERNMENT SCHOOL,WEST,20384.4722389057,31508.7733694967,103.764889617566,1.30122773426098,2001
KHENG CHENG SCHOOL,15 LORONG 3 TOA PAYOH   ,319580,PRIMARY,GOVERNMENT-AIDED SCH,SOUTH,29539.1234353296,35501.5835219584,103.847148501824,1.3373381935639,2005
KONG HWA SCHOOL,350 GUILLEMARD ROAD   ,399772,PRIMARY,GOVERNMENT-AIDED SCH,EAST,34124.7036575247,32588.943696009,103.888352029067,1.31099674009193,1998
KRANJI PRIMARY SCHOOL,11 CHOA CHU KANG STREET 54   ,689189,PRIMARY,GOVERNMENT SCHOOL,WEST,18434.245239621,41718.5305804759,103.747362720939,1.39356050497104,1997
KRANJI SECONDARY SCHOOL,61 CHOA CHU KANG STREET 51   ,689333,SECONDARY (S1-S5),GOVERNMENT SCHOOL,WEST,17747.3609606959,41330.5036858637,103.741190664845,1.39005109871311,2019
KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,8 BISHAN STREET 13   ,579793,PRIMARY,GOVERNMENT-AIDED SCH,SOUTH,30414.9291181238,36835.1167885177,103.855018233311,1.34939813669536,1987
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,10 BISHAN STREET 13   ,579795,SECONDARY (S1-S5),GOVERNMENT-AIDED SCH,SOUTH,30411.0903508216,36920.6091322787,103.854983746416,1.35017129930314,1987
LAKESIDE PRIMARY SCHOOL,161 Corporation Walk   ,618310,PRIMARY,GOVERNMENT SCHOOL,WEST,15176.2291954523,35597.6143301465,103.718089546664,1.33820397704287,2004
LIANHUA PRIMARY SCHOOL,2 BUKIT BATOK STREET 52   ,659243,PRIMARY,GOVERNMENT SCHOOL,WEST,19191.1979939695,37370.8497486636,103.754165828711,1.35424191127295,1990
LOYANG VIEW SECONDARY SCHOOL,12 PASIR RIS STREET 11   ,519073,SECONDARY (S1-S5),GOVERNMENT SCHOOL,EAST,41758.1067258865,38735.8040275108,103.956944585725,1.36658417167238,1992
MAHA BODHI SCHOOL,10 UBI AVENUE 1   ,408931,PRIMARY,GOVERNMENT-AIDED SCH,EAST,35566.4064952666,34533.273462953,103.901306904157,1.32858023873554,2009
MANJUSRI SECONDARY SCHOOL,20 UBI AVENUE 1   ,408940,SECONDARY (S1-S5),GOVERNMENT-AIDED SCH,EAST,35612.3792342106,34410.6462380104,103.901719963831,1.32747123084846,2010
MARIS STELLA HIGH SCHOOL,25 MOUNT VERNON ROAD   ,368051,MIXED LEVEL (P1-S4),GOVERNMENT-AIDED SCH,NORTH,32943.7038064171,35949.852451615,103.877740713449,1.34139181236127,1967
MARSILING PRIMARY SCHOOL,31 WOODLANDS CENTRE ROAD   ,738927,PRIMARY,GOVERNMENT SCHOOL,NORTH,21359.011448958,46172.2397052329,103.773643013846,1.43383904037059,1988
MARSILING SECONDARY SCHOOL,12 MARSILING ROAD   ,739110,SECONDARY (S1-S5),GOVERNMENT SCHOOL,NORTH,21622.2165990025,46482.4188591223,103.776008090454,1.43664424769955,2002
MARYMOUNT CONVENT SCHOOL,20 Marymount Road   ,297754,PRIMARY,GOVERNMENT-AIDED SCH,SOUTH,28722.6185440896,35844.3858416472,103.839811736775,1.34043840661368,2001
MAYFLOWER PRIMARY SCHOOL,200 Ang Mo Kio Avenue 5   ,569878,PRIMARY,GOVERNMENT SCHOOL,SOUTH,29105.5559377754,39818.2753564138,103.843252803742,1.37637683547682,2000
MAYFLOWER SECONDARY SCHOOL,2 ANG MO KIO STREET 21   ,569384,SECONDARY (S1-S5),GOVERNMENT SCHOOL,SOUTH,28227.2664945051,38922.1548925955,103.835360726863,1.36827266209722,2005
MERIDIAN PRIMARY SCHOOL,20 PASIR RIS ST 71   ,518798,PRIMARY,GOVERNMENT SCHOOL,EAST,39310.6903498704,39722.3064462524,103.934953276155,1.37550677054835,2002
MERIDIAN SECONDARY SCHOOL,31 PASIR RIS STREET 51   ,518901,SECONDARY (S1-S5),GOVERNMENT SCHOOL,EAST,40870.9016361358,38809.035507232,103.948972483629,1.3672468492013,2017
METHODIST GIRLS' SCHOOL (PRIMARY),11 Blackmore Drive   ,599986,PRIMARY,GOVERNMENT-AIDED SCH,WEST,22442.5909795491,34984.5810560323,103.783382114018,1.33266213599636,2007
METHODIST GIRLS' SCHOOL (SECONDARY),11 BLACKMORE DRIVE   ,599986,SECONDARY (S1-S4),INDEPENDENT SCHOOL,WEST,22442.5909795491,34984.5810560323,103.783382114018,1.33266213599636,1992
MILLENNIA INSTITUTE,60 Bukit Batok West Avenue 8   ,658965,CENTRALISED INSTITUTE,GOVERNMENT SCHOOL,WEST,17792.0317525892,36937.1663549989,103.741593577684,1.35031939200985,2009
MONTFORT JUNIOR SCHOOL,52 HOUGANG AVENUE 8   ,538786,PRIMARY,GOVERNMENT-AIDED SCH,NORTH,34279.1743147392,39514.0026060622,103.889741457901,1.37362445234082,1992
MONTFORT SECONDARY SCHOOL,50 HOUGANG AVENUE 8   ,538785,SECONDARY (S1-S5),GOVERNMENT-AIDED SCH,NORTH,34188.6869969647,39551.2492366415,103.888928372577,1.37396131656912,2012
NAN CHIAU HIGH SCHOOL,20 ANCHORVALE LINK   ,545079,SECONDARY (S1-S5),GOVERNMENT-AIDED SCH,NORTH,34308.3992032008,41191.5774543677,103.890004423764,1.38879582498399,2001
NAN CHIAU PRIMARY SCHOOL,50 ANCHORVALE LINK   ,545080,PRIMARY,GOVERNMENT-AIDED SCH,NORTH,34439.3196740765,41569.2687405795,103.891180928186,1.39221149906592,2001
NAN HUA HIGH SCHOOL,41 CLEMENTI AVENUE 1   ,129956,SECONDARY (S1-S5),GOVERNMENT SCHOOL,WEST,20793.1335141817,32268.1425985936,103.768561446725,1.30809529518605,2004
NAN HUA PRIMARY SCHOOL,30 Jalan Lempeng   ,128806,PRIMARY,GOVERNMENT-AIDED SCH,WEST,19962.2298404071,33496.2443055101,103.761095065761,1.31920159956387,1998
NANYANG GIRLS' HIGH SCHOOL,2 LINDEN DRIVE   ,288683,SECONDARY (S1-S4),INDEPENDENT SCHOOL,WEST,24561.4160661073,34754.6755309552,103.802420979943,1.33058326666479,2000
NANYANG JUNIOR COLLEGE,128 SERANGOON AVENUE 3   ,556111,JUNIOR COLLEGE,GOVERNMENT-AIDED SCH,SOUTH,31692.5780312549,36932.9914012011,103.866498721912,1.35028314949236,1978
NANYANG PRIMARY SCHOOL,52 KING'S ROAD   ,268097,PRIMARY,GOVERNMENT-AIDED SCH,WEST,25146.8860732606,33702.8446938451,103.807681852799,1.32107094241153,2007
NATIONAL JUNIOR COLLEGE,37 HILLCREST ROAD   ,288913,MIXED LEVEL (S1-JC2),GOVERNMENT SCHOOL,SOUTH,24749.4869699022,34722.5671630222,103.804110905425,1.33029291072172,1995
NAVAL BASE PRIMARY SCHOOL,7 YISHUN AVE 4   ,769028,PRIMARY,GOVERNMENT SCHOOL,NORTH,28643.4553870633,44188.7616005596,103.839100590207,1.41590195697649,1991
NAVAL BASE SECONDARY SCHOOL,901 YISHUN RING ROAD   ,768689,SECONDARY (S1-S5),GOVERNMENT SCHOOL,NORTH,27747.583393123,44573.2144819219,103.831050390247,1.41937881620441,1990
NEW TOWN PRIMARY SCHOOL,300 Tanglin Halt Road   ,148812,PRIMARY,GOVERNMENT SCHOOL,SOUTH,24288.0252855225,31352.0824043378,103.799964819895,1.29981138884057,2009
NEW TOWN SECONDARY SCHOOL,1020 DOVER ROAD   ,139657,SECONDARY (S1-S5),GOVERNMENT SCHOOL,WEST,21308.1010938296,32453.9625329748,103.77318863421,1.30977590011357,1998
NGEE ANN PRIMARY SCHOOL,344 MARINE TERRACE   ,449149,PRIMARY,GOVERNMENT-AIDED SCH,EAST,37376.4109761156,31984.7973440588,103.917570005713,1.30553224180437,1982
NGEE ANN SECONDARY SCHOOL,1 TAMPINES STREET 32   ,529283,SECONDARY (S1-S5),GOVERNMENT-AIDED SCH,EAST,41736.2154369308,37396.8577860836,103.956747262496,1.35447525755806,1994
NORTH SPRING PRIMARY SCHOOL,1 RIVERVALE STREET   ,545088,PRIMARY,GOVERNMENT SCHOOL,NORTH,35777.2005732814,40999.8398870248,103.903202683028,1.38706146494859,2000
NORTH VIEW PRIMARY SCHOOL,210 YISHUN AVENUE 6   ,768960,PRIMARY,GOVERNMENT SCHOOL,NORTH,29675.9396856809,45465.8669915069,103.848378442893,1.42745159462566,1997
NORTH VISTA PRIMARY SCHOOL,20 Compassvale Link   ,544974,PRIMARY,GOVERNMENT SCHOOL,NORTH,35005.0914893029,40501.0361976493,103.89626457548,1.38255066171151,2010
NORTH VISTA SECONDARY SCHOOL,11 RIVERVALE LINK   ,545081,SECONDARY (S1-S5),GOVERNMENT SCHOOL,NORTH,35330.5266452944,40344.0974890441,103.899188813886,1.381131285358,2000
NORTHBROOKS SECONDARY SCHOOL,585 YISHUN RING ROAD   ,768692,SECONDARY (S1-S5),GOVERNMENT SCHOOL,NORTH,29316.3687516721,44731.7859666422,103.845147332528,1.42081285020652,2000
NORTHLAND PRIMARY SCHOOL,15 YISHUN AVENUE 4   ,769026,PRIMARY,GOVERNMENT SCHOOL,NORTH,28831.785990159,44786.0974140298,103.840792923345,1.42130404159807,1990
NORTHLAND SECONDARY SCHOOL,3 YISHUN STREET 22   ,768578,SECONDARY (S1-S5),GOVERNMENT SCHOOL,NORTH,28755.1906477995,46389.1900489908,103.840104687784,1.43580183362637,1994
NORTHLIGHT SCHOOL,151 Towner Road   ,327830,SECONDARY (S1-S4),SPECIALISED SCHOOL,SOUTH,30497.4603147702,33484.9283776525,103.85575955353,1.3191002158167,2016
NORTHOAKS PRIMARY SCHOOL,61 Sembawang Drive   ,757622,PRIMARY,GOVERNMENT SCHOOL,NORTH,25858.5709089329,48769.5280026253,103.814075611175,1.45732867302094,2016
NORTHSHORE PRIMARY SCHOOL,30 Northshore Drive   ,828671,PRIMARY,GOVERNMENT SCHOOL,EAST,35993.4941017935,44467.6734127142,103.905147201163,1.41842322079348,2021
